City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
355,yigo village,13.5361,144.8886,29.62,78,75,7.2,GU,1699054369
356,sinop,41.7711,34.8709,14.75,59,25,4.84,TR,1699054369
357,arar,30.9753,41.0381,20.01,45,0,3.6,SA,1699054369
358,kuanda,56.3161,116.0806,-22.9,92,18,0.26,RU,1699054370
359,porto novo,6.4965,2.6036,28.9,84,100,3.3,BJ,1699053977
360,salalah,17.0151,54.0924,25.05,73,0,1.54,OM,1699054370
361,misratah,32.3754,15.0925,26.31,31,51,7.89,LY,1699054370
362,ovruch,51.3246,28.8035,8.99,83,98,6.76,UA,1699054371
363,cole harbour,44.6724,-63.4751,8.17,84,39,8.49,CA,1699054371
364,coquimbo,-29.9533,-71.3436,15.85,82,0,5.14,CL,1699053797
365,isangel,-19.55,169.2667,27.06,69,75,2.06,VU,1699054371
366,kismayo,-0.3582,42.5454,24.66,87,100,3.38,SO,1699054371
367,susuman,62.7833,148.1667,-16.68,97,98,1.34,RU,1699054007
368,port-cartier,50.0334,-66.8654,7.12,77,100,8.57,CA,1699054086
369,ulundi,-28.3352,31.4162,15.57,93,100,2.5,ZA,1699054372
370,luganville,-15.5333,167.1667,27.27,81,100,5.26,VU,1699054372
371,sirsa,29.5333,75.0167,20.54,37,2,2.19,IN,1699054373
372,portalegre,39.2938,-7.4312,12.09,90,84,5.06,PT,1699054373
373,cloverdale,38.8055,-123.0172,29.56,48,59,1.79,US,1699054373
374,puttalam,8.0362,79.8283,24.81,90,100,3.28,LK,1699054373
375,minab,27.1467,57.0801,25.8,72,2,1.36,IR,1699054374
376,san sebastian de la gomera,28.0916,-17.1133,23.54,56,0,3.6,ES,1699054374
377,banes,20.9625,-75.7186,26.22,82,0,4.83,CU,1699054374
378,greymouth,-42.4667,171.2,13.93,83,71,4.04,NZ,1699054010
379,sechura,-5.5569,-80.8222,21.07,70,20,7.74,PE,1699054375
380,glace bay,46.1969,-59.957,7.21,77,100,2.24,CA,1699054297
381,rongelap,11.1635,166.8941,28.17,74,100,8.25,MH,1699054010
382,gorgan,36.8387,54.4348,11.98,94,0,0.0,IR,1699054375
383,shimokizukuri,40.8061,140.3861,12.75,90,100,3.77,JP,1699054376
384,bubaque,11.2833,-15.8333,28.02,80,22,5.5,GW,1699054060
385,mahina,-17.5065,-149.489,27.87,69,75,1.54,PF,1699054211
386,puerto leguizamo,-0.1934,-74.7819,24.41,92,76,0.47,CO,1699054376
387,vigan,17.5747,120.3869,27.3,76,17,1.7,PH,1699054377
388,hell-ville,-13.4,48.2667,25.68,81,99,4.08,MG,1699054377
389,ilinge,-31.9768,27.0427,18.98,67,100,0.71,ZA,1699054377
390,coeur d'alene,47.6777,-116.7805,12.52,68,20,2.57,US,1699054378
391,san antonio,29.4241,-98.4936,24.59,49,20,4.63,US,1699054177
392,timimoun,29.2639,0.231,23.21,16,0,2.06,DZ,1699054378
393,palmer,42.1584,-72.3287,9.23,53,40,3.6,US,1699054378
394,molchanovo,57.5817,83.7692,-7.98,81,100,6.41,RU,1699054378
395,kailua-kona,19.6406,-155.9956,28.98,78,40,4.63,US,1699054126
396,bandraboua,-12.7044,45.1223,27.82,79,82,5.18,YT,1699054379
397,taco pozo,-25.6167,-63.2833,16.17,45,0,1.81,AR,1699054379
398,port isabel,26.0734,-97.2086,25.05,57,0,4.63,US,1699054379
399,karratha,-20.7377,116.8463,30.59,30,13,4.96,AU,1699053962
400,san nicolas,18.1725,120.5953,25.95,89,20,2.06,PH,1699054380
401,cidreira,-30.1811,-50.2056,16.19,83,59,11.29,BR,1699054380
402,puerto baquerizo moreno,-0.9,-89.6,24.56,72,69,4.48,EC,1699054019
403,hailar,49.2,119.7,-14.31,77,100,2.35,CN,1699054380
404,muncar,-8.4333,114.3333,27.35,76,48,0.96,ID,1699054381
405,ust-tsilma,65.441,52.1498,-5.22,94,36,4.02,RU,1699054073
406,conception bay south,47.4999,-52.9981,4.3,84,100,3.54,CA,1699053908
407,opuwo,-18.0607,13.84,21.23,33,47,1.67,NA,1699053979
408,hazaribagh,23.9833,85.35,18.35,83,1,1.01,IN,1699054382
409,kapuskasing,49.4169,-82.4331,-0.95,86,75,5.14,CA,1699054007
410,boumerdas,36.7664,3.4772,16.08,63,73,8.79,DZ,1699054382
411,scarborough,54.2797,-0.4044,7.76,91,53,0.89,GB,1699054257
412,kaka,37.3482,59.6143,17.34,25,99,1.0,TM,1699054383
413,san luis de la loma,17.2706,-100.8939,27.12,86,27,1.09,MX,1699054383
414,pimentel,-6.8367,-79.9342,21.16,73,0,9.26,PE,1699054383
415,port saint john's,-31.6229,29.5448,20.4,87,91,3.85,ZA,1699054034
416,mwatate,-3.5029,38.3795,17.86,91,100,1.95,KE,1699054384
417,horice,50.3661,15.6318,7.21,87,100,5.21,CZ,1699054384
418,greenland,43.0362,-70.8328,11.59,52,75,2.57,US,1699054385
419,sovata,46.5833,25.0667,11.87,85,100,1.43,RO,1699054385
420,funafuti,-8.5243,179.1942,31.0,84,75,0.84,TV,1699054103
421,nanlong,31.3533,106.0631,14.9,77,87,1.93,CN,1699054386
422,mossel bay,-34.1831,22.146,16.96,87,58,4.23,ZA,1699054016
423,linxia chengguanzhen,35.6003,103.2064,5.93,66,86,1.35,CN,1699054386
424,colonia,50.9333,6.95,9.42,77,75,4.12,DE,1699054387
425,corner brook,48.9667,-57.9484,1.09,89,82,2.4,CA,1699054210
426,taltal,-25.4,-70.4833,16.33,77,24,1.27,CL,1699054387
427,labytnangi,66.6572,66.4183,-6.99,92,100,4.11,RU,1699054008
428,valparaiso,-33.0393,-71.6273,21.8,56,0,7.72,CL,1699053960
429,chrysoupolis,40.9856,24.6939,21.61,90,100,1.9,GR,1699054388
430,kharabali,47.4196,47.2568,9.7,73,98,3.21,RU,1699054388
431,fort st. john,56.2499,-120.8529,1.94,80,75,1.54,CA,1699053963
432,sefrou,33.8319,-4.828,12.53,94,75,2.06,MA,1699054389
433,adrar,20.5022,-10.0711,24.19,28,0,4.86,MR,1699054389
434,nar'yan-mar,67.6713,53.087,-4.38,95,22,4.92,RU,1699053987
435,peterhead,57.5058,-1.7981,8.22,83,57,5.56,GB,1699054070
436,wenling,28.3669,121.36,22.02,88,92,0.95,CN,1699054390
437,harper,4.375,-7.7169,25.64,88,17,3.08,LR,1699054032
438,kota tinggi,1.7381,103.8999,27.86,68,96,0.75,MY,1699054391
439,simpang,-1.2667,104.0833,25.57,92,100,1.14,ID,1699054391
440,edmundston,47.3737,-68.3251,6.63,52,100,5.66,CA,1699054391
441,nova vicosa,-17.8919,-39.3719,25.96,83,85,6.95,BR,1699053981
442,zaltan,32.947,11.8665,22.87,43,94,5.11,LY,1699054392
443,chilaw,7.5758,79.7953,24.01,85,100,2.31,LK,1699054392
444,loa janan,-0.583,117.095,23.92,98,98,0.42,ID,1699054392
445,junin,-34.5838,-60.9433,12.72,82,8,0.09,AR,1699054393
446,araripe,-7.2125,-40.0461,23.92,61,68,1.62,BR,1699054268
447,poronaysk,49.2167,143.1167,-2.74,49,12,7.11,RU,1699054393
448,fortaleza,-3.7227,-38.5247,28.07,78,20,4.12,BR,1699054200
449,kalabo,-14.97,22.6814,24.65,52,71,1.26,ZM,1699054394
450,saint croix,17.7397,-64.7388,28.25,78,0,4.12,VI,1699054394
451,tyuratam,45.6507,63.3156,6.93,61,70,3.25,KZ,1699054394
452,arawa,-6.2132,155.5367,29.65,74,91,1.82,PG,1699054395
453,cockburn town,21.4612,-71.1419,28.27,77,74,10.17,TC,1699054042
454,maragogi,-9.0122,-35.2225,25.76,82,65,3.65,BR,1699054395
455,gutierrez zamora,20.45,-97.0833,25.9,88,94,2.99,MX,1699054395
456,tindouf,27.6711,-8.1474,19.25,59,0,6.17,DZ,1699054072
457,moree,-29.4667,149.85,24.93,51,29,7.62,AU,1699054396
458,punta cana,18.5818,-68.4043,26.87,89,75,4.12,DO,1699054396
459,bull savanna,17.8868,-77.5902,25.36,86,62,5.7,JM,1699054397
460,dawei,14.0833,98.2,25.04,89,84,1.3,MM,1699054397
461,moose jaw,50.4001,-105.5344,1.14,80,100,4.12,CA,1699054398
462,freetown,8.484,-13.2299,26.22,84,16,2.14,SL,1699054398
463,taman',45.2117,36.7161,14.68,88,49,7.8,RU,1699054398
464,kipushi,-11.7667,27.2333,18.75,79,95,1.86,CD,1699054399
465,cuito,-12.3833,16.9333,16.67,84,45,1.37,AO,1699054399
466,shache,38.4167,77.2406,7.62,28,0,1.41,CN,1699054399
467,odacho-oda,35.1833,132.5,14.43,76,68,2.54,JP,1699054399
468,nashik,19.9833,73.8,19.5,47,57,2.32,IN,1699054400
469,santa marta de ortigueira,43.6833,-7.85,14.58,51,100,3.13,ES,1699054400
470,peace river,56.2501,-117.286,2.17,86,100,1.54,CA,1699054187
471,demyansk,57.643,32.466,4.58,75,19,4.85,RU,1699054401
472,buala,-8.145,159.5921,29.01,74,84,2.83,SB,1699054401
473,hadibu,12.65,54.0333,26.01,78,53,3.71,YE,1699053988
474,khorinsk,52.1657,109.7726,-11.89,77,36,1.33,RU,1699054401
475,igarka,67.4667,86.5833,-8.46,93,100,12.8,RU,1699054402
476,trenggalek,-8.05,111.7167,27.01,78,64,2.24,ID,1699054402
477,mpraeso,6.5932,-0.7346,21.64,95,88,1.58,GH,1699054402
478,kolonia town,6.964,158.206,29.06,83,100,2.57,FM,1699054403
479,yuzhno-kurilsk,44.0306,145.8556,11.32,83,100,7.91,RU,1699054025
480,nguigmi,14.2495,13.1092,27.43,25,22,3.73,NE,1699054403
481,ghadamis,30.1337,9.5007,23.47,17,56,3.76,LY,1699054016
482,kaele,10.1092,14.4508,26.48,65,98,2.81,CM,1699054404
483,puerto armuelles,8.2833,-82.8667,27.27,75,97,4.47,PA,1699054404
484,baynjiwayn,35.6183,45.9541,11.11,85,6,0.37,IQ,1699054404
485,lhasa,29.65,91.1,-0.51,77,31,1.85,CN,1699054404
486,sos'va,59.1766,61.8558,1.14,85,80,4.92,RU,1699054405
487,rafsanjan,30.4067,55.9939,14.47,65,54,0.42,IR,1699054064
488,zhezqazghan,47.7833,67.7667,7.09,88,82,3.36,KZ,1699054405
489,bonthe,7.5264,-12.505,25.46,90,4,2.03,SL,1699054050
490,cannonvale,-20.2833,148.7,26.66,69,57,4.32,AU,1699054406
491,nyurba,63.2842,118.3319,-17.76,98,100,1.38,RU,1699054406
492,novo aripuana,-5.1206,-60.3797,29.06,54,67,0.82,BR,1699054406
493,shingu,33.7333,135.9833,21.42,67,3,0.52,JP,1699054407
494,kiselevsk,53.99,86.6621,-18.83,98,89,2.25,RU,1699054407
495,mantua,45.1667,10.7833,10.53,90,22,2.24,IT,1699054407
496,orange walk,17.8333,-88.8333,23.41,96,98,2.01,BZ,1699054407
497,patacamaya,-17.2333,-67.9167,11.06,68,53,6.15,BO,1699054408
498,ad dilam,23.9915,47.1627,24.23,56,42,2.34,SA,1699054408
499,tabora,-5.0167,32.8,20.43,76,100,1.38,TZ,1699054408
500,woodland park,40.8898,-74.1949,11.99,60,0,4.12,US,1699054408
501,ferkessedougou,9.6,-5.2,25.89,69,50,2.82,CI,1699054409
502,kanuru,16.2858,81.2546,26.34,83,79,3.63,IN,1699054409
503,north bend,43.4065,-124.2243,19.02,100,100,2.06,US,1699054409
504,kokkola,63.8385,23.1307,0.52,97,75,4.63,FI,1699054410
505,natal,-5.795,-35.2094,27.36,78,40,5.14,BR,1699053932
506,susanville,40.4163,-120.653,19.91,33,0,1.54,US,1699054410
507,callao,-12.0667,-77.15,20.95,73,40,3.6,PE,1699053802
508,puerto quijarro,-17.7833,-57.7667,23.03,64,21,4.5,BO,1699054411
509,brookings,44.3114,-96.7984,7.32,60,0,2.57,US,1699053746
510,chashniki,54.8569,29.1607,6.37,85,43,8.59,BY,1699054411
511,bantogon,6.5333,124.0333,28.39,72,72,1.15,PH,1699054411
512,katsuura,35.1333,140.3,22.87,67,6,7.13,JP,1699054412
513,leesville,31.1435,-93.261,23.13,31,0,2.06,US,1699054154
514,playa del ingles,27.7567,-15.5787,22.86,70,27,4.22,ES,1699054210
515,remire-montjoly,4.9167,-52.2667,29.02,79,0,3.09,GF,1699053962
516,varzea da palma,-17.5981,-44.7308,23.28,79,100,1.09,BR,1699054413
517,ta`u,-14.2336,-169.5144,26.72,82,80,10.6,AS,1699053997
518,saint-pierre,-21.3393,55.4781,23.09,88,75,1.54,RE,1699054413
519,ak'ordat,15.5486,37.8867,26.83,59,84,0.58,ER,1699054414
520,curuzu cuatia,-29.7917,-58.0546,12.57,76,78,4.89,AR,1699054414
521,stanthorpe,-28.6667,151.95,19.12,75,94,2.8,AU,1699054414
522,thames,-37.1333,175.5333,19.31,52,8,3.47,NZ,1699054414
523,arris,35.2588,6.3471,7.11,79,100,2.33,DZ,1699054415
524,makoua,0.0069,15.6333,21.58,99,100,1.01,CG,1699054415
525,quang ngai,15.1167,108.8,24.9,87,77,1.83,VN,1699054415
526,bridgewater,44.3835,-64.5155,7.79,75,25,1.54,CA,1699054152
527,rabaul,-4.1967,152.1721,27.74,75,100,2.24,PG,1699054416
528,rawlins,41.7911,-107.2387,10.94,37,20,8.75,US,1699054416
529,kinablangan,7.6947,126.5503,27.86,81,76,1.29,PH,1699054417
530,ormara,25.2088,64.6357,26.39,68,98,6.13,PK,1699054417
531,tafuna,-14.3358,-170.72,30.97,79,75,9.77,AS,1699054058
532,hemsby,52.6971,1.6918,8.13,97,15,6.47,GB,1699054417
533,troitsko-pechorsk,62.7084,56.1964,-6.28,85,100,6.26,RU,1699054418
534,tadine,-21.55,167.8833,23.19,64,97,5.41,NC,1699054418
535,uray,60.1247,64.7758,-0.63,81,57,5.81,RU,1699054418
536,princeville,45.7668,-61.2985,7.95,92,75,3.09,CA,1699054418
537,suizhou,31.7111,113.3631,15.73,72,100,2.54,CN,1699054419
538,ciudad madero,22.2667,-97.8333,24.11,73,100,0.0,MX,1699054419
539,gaspe,48.8334,-64.4819,7.95,56,20,6.17,CA,1699053777
540,bereket,39.2446,55.5154,17.82,26,99,2.96,TM,1699054420
541,yokadouma,3.5167,15.05,21.02,100,100,1.11,CM,1699054420
542,mabaruma,8.2,-59.7833,26.18,81,100,2.28,GY,1699053992
543,mokhsogollokh,61.4681,128.9203,-25.96,99,73,1.43,RU,1699054420
544,kill devil hills,36.0307,-75.676,16.66,84,0,3.6,US,1699054308
545,sinabang,2.4803,96.3801,25.52,89,99,2.34,ID,1699054046
546,asentamiento humano nicolas de pierola,-11.95,-76.7,13.41,60,48,1.44,PE,1699054421
547,baruun-urt,46.6806,113.2792,-5.28,96,100,1.83,MN,1699054053
548,saint-joseph,-21.3667,55.6167,22.48,86,55,1.45,RE,1699054422
549,tamanrasset,22.785,5.5228,17.95,17,0,1.54,DZ,1699054422
550,sabang,5.8933,95.3214,27.19,79,99,3.65,ID,1699054422
551,tolentino,43.2126,13.2901,13.23,69,67,2.12,IT,1699054422
552,santa vitoria do palmar,-33.5189,-53.3681,11.86,90,100,10.3,BR,1699054423
553,promissao,-21.5367,-49.8581,23.06,84,70,4.94,BR,1699054423
554,huarmey,-10.0681,-78.1522,19.93,78,28,4.32,PE,1699054042
555,katsuren-haebaru,26.3369,127.8719,25.01,88,40,6.17,JP,1699054423
556,port moresby,-9.4431,147.1797,27.47,73,100,2.11,PG,1699054424
557,awjilah,29.1081,21.2869,23.6,31,0,3.3,LY,1699054424
558,revda,56.801,59.9303,-1.91,87,82,5.26,RU,1699054424
559,east london,-33.0153,27.9116,20.13,91,100,0.94,ZA,1699053991
560,howrah,22.5892,88.3103,24.0,88,40,1.54,IN,1699054424
561,zhalantun,48.0,122.7167,-13.05,80,80,0.58,CN,1699054425
562,pasan,22.85,82.2,17.28,72,42,1.5,IN,1699054425
563,ust'-ilimsk,58.0006,102.6619,-14.87,75,46,1.34,RU,1699054425
564,fomboni,-12.28,43.7425,26.77,77,89,6.51,KM,1699054425
565,omaruru,-21.4333,15.9333,18.5,45,28,1.88,NA,1699054426
566,egilsstadir,65.2653,-14.3948,3.95,87,100,7.72,IS,1699054426
567,bikaner,28.0167,73.3,25.09,23,63,4.07,IN,1699054426
568,margate,51.3813,1.3862,7.39,90,50,7.92,GB,1699054426
569,kagizman,40.1567,43.1342,6.15,85,72,1.26,TR,1699054426
570,yemva,62.59,50.8594,-3.48,88,67,3.85,RU,1699054427
571,cabo san lucas,22.8909,-109.9124,30.9,57,0,5.14,MX,1699053695
572,golhisar,37.1459,29.5088,12.79,72,89,2.73,TR,1699054427
573,alofi,-19.0595,-169.9187,26.94,69,75,16.0,NU,1699054428
574,ullal,12.8,74.85,25.53,88,75,1.54,IN,1699054428
575,phan thiet,10.9333,108.1,26.09,83,50,1.48,VN,1699054428
576,guozhen,34.3659,107.359,10.85,81,23,0.3,CN,1699054428
577,port augusta,-32.5,137.7667,22.51,29,0,4.29,AU,1699054291
578,gebze,40.8028,29.4307,21.53,60,0,5.14,TR,1699054429
579,kaesong,37.9708,126.5544,14.09,75,100,3.81,KP,1699054429
580,warrnambool,-38.3833,142.4833,12.67,60,88,8.29,AU,1699053967
581,acarau,-2.8856,-40.12,26.71,81,23,7.73,BR,1699053912
582,ljusdal,61.8288,16.0913,3.96,100,100,3.75,SE,1699054429
583,newnan,33.3807,-84.7997,14.1,70,0,0.0,US,1699054309
584,al kharijah,25.4514,30.5464,23.17,31,0,2.73,EG,1699054430
585,agenebode,7.106,6.6966,24.07,94,97,1.25,NG,1699054430
586,pyhajarvi,67.0701,27.2176,-14.72,100,100,1.63,FI,1699054430
587,fairfield,41.2668,-73.3162,11.25,65,0,6.69,US,1699054322
588,mikuni,36.2171,136.1519,15.95,63,72,2.8,JP,1699054431
589,coxen hole,16.3244,-86.5366,24.6,94,100,2.06,HN,1699054431
590,auki,-8.7676,160.7034,28.35,79,89,0.56,SB,1699054431
591,touros,-5.1989,-35.4608,26.11,83,81,5.22,BR,1699054003
592,puerto aysen,-45.4,-72.7,7.61,99,100,1.85,CL,1699054432
593,hamois,50.3348,5.1512,8.04,84,88,7.58,BE,1699054432
594,nizhniy odes,63.6445,54.856,-6.99,93,98,4.57,RU,1699054432
595,khalkhal,37.6189,48.5258,9.54,81,100,2.47,IR,1699054432
596,gedo,9.0167,37.45,9.49,89,23,0.93,ET,1699054433
597,selfoss,63.9331,-20.9971,2.25,65,58,6.14,IS,1699054042
598,champerico,14.3,-91.9167,30.3,77,100,1.41,GT,1699054433
599,gillette,44.2911,-105.5022,11.7,57,32,0.45,US,1699054433
600,maysville,38.6412,-83.7444,13.88,35,0,2.06,US,1699054433
601,east ballina,-28.8667,153.5833,21.0,74,96,4.54,AU,1699054434
602,lobujya,27.95,86.8167,-13.72,64,0,0.93,NP,1699054434
